block,flat_type,unit_no,floor,stack,status,size,cost
107A,3-Room,#02-256,02,256,available,68 Sqm,"$314,300"
107A,3-Room,#03-256,03,256,available,68 Sqm,"$317,300"
107A,3-Room,#04-256,04,256,available,68 Sqm,"$320,300"
107A,3-Room,#05-256,05,256,available,68 Sqm,"$329,300"
107A,3-Room,#06-256,06,256,available,68 Sqm,"$331,800"
107A,3-Room,#07-256,07,256,available,68 Sqm,"$334,300"
107A,3-Room,#08-256,08,256,available,68 Sqm,"$336,800"
107A,3-Room,#09-256,09,256,available,68 Sqm,"$337,800"
107A,3-Room,#10-256,10,256,available,68 Sqm,"$338,800"
107A,3-Room,#11-256,11,256,available,68 Sqm,"$339,800"
107A,3-Room,#12-256,12,256,available,68 Sqm,"$340,800"
107A,3-Room,#13-256,13,256,available,68 Sqm,"$340,800"
107A,3-Room,#02-258,02,258,available,68 Sqm,"$314,300"
107A,3-Room,#03-258,03,258,available,68 Sqm,"$317,300"
107A,3-Room,#04-258,04,258,available,68 Sqm,"$320,300"
107A,3-Room,#05-258,05,258,available,68 Sqm,"$329,300"
107A,3-Room,#06-258,06,258,available,68 Sqm,"$331,800"
107A,3-Room,#07-258,07,258,available,68 Sqm,"$334,300"
107A,3-Room,#08-258,08,258,available,68 Sqm,"$336,800"
107A,3-Room,#09-258,09,258,available,68 Sqm,"$337,800"
107A,3-Room,#10-258,10,258,available,68 Sqm,"$338,800"
107A,3-Room,#11-258,11,258,available,68 Sqm,"$339,800"
107A,3-Room,#12-258,12,258,available,68 Sqm,"$340,800"
107A,3-Room,#13-258,13,258,available,68 Sqm,"$340,800"
107A,3-Room,#02-260,02,260,available,68 Sqm,"$320,300"
107A,3-Room,#03-260,03,260,available,68 Sqm,"$323,300"
107A,3-Room,#04-260,04,260,available,68 Sqm,"$326,300"
107A,3-Room,#05-260,05,260,available,68 Sqm,"$329,300"
107A,3-Room,#06-260,06,260,available,68 Sqm,"$331,800"
107A,3-Room,#07-260,07,260,available,68 Sqm,"$334,300"
107A,3-Room,#08-260,08,260,available,68 Sqm,"$336,800"
107A,3-Room,#09-260,09,260,available,68 Sqm,"$337,800"
107A,3-Room,#10-260,10,260,available,68 Sqm,"$338,800"
107A,3-Room,#11-260,11,260,available,68 Sqm,"$339,800"
107A,3-Room,#12-260,12,260,available,68 Sqm,"$340,800"
107A,3-Room,#13-260,13,260,booked,,
107A,3-Room,#02-262,02,262,available,68 Sqm,"$320,300"
107A,3-Room,#03-262,03,262,available,68 Sqm,"$323,300"
107A,3-Room,#04-262,04,262,available,68 Sqm,"$326,300"
107A,3-Room,#05-262,05,262,available,68 Sqm,"$329,300"
107A,3-Room,#06-262,06,262,available,68 Sqm,"$331,800"
107A,3-Room,#07-262,07,262,available,68 Sqm,"$334,300"
107A,3-Room,#08-262,08,262,available,68 Sqm,"$336,800"
107A,3-Room,#09-262,09,262,available,68 Sqm,"$337,800"
107A,3-Room,#10-262,10,262,available,68 Sqm,"$338,800"
107A,3-Room,#11-262,11,262,available,68 Sqm,"$339,800"
107A,3-Room,#12-262,12,262,booked,,
107A,3-Room,#13-262,13,262,available,68 Sqm,"$340,800"
107A,3-Room,#02-264,02,264,available,68 Sqm,"$320,300"
107A,3-Room,#03-264,03,264,available,68 Sqm,"$323,300"
107A,3-Room,#04-264,04,264,available,68 Sqm,"$326,300"
107A,3-Room,#05-264,05,264,available,68 Sqm,"$329,300"
107A,3-Room,#06-264,06,264,available,68 Sqm,"$331,800"
107A,3-Room,#07-264,07,264,available,68 Sqm,"$334,300"
107A,3-Room,#08-264,08,264,available,68 Sqm,"$336,800"
107A,3-Room,#09-264,09,264,booked,,
107A,3-Room,#10-264,10,264,booked,,
107A,3-Room,#11-264,11,264,booked,,
107A,3-Room,#12-264,12,264,booked,,
107A,3-Room,#13-264,13,264,booked,,
107A,3-Room,#14-264,14,264,booked,,
107A,3-Room,#15-264,15,264,booked,,
107A,3-Room,#16-264,16,264,booked,,
107A,3-Room,#02-266,02,266,available,68 Sqm,"$314,300"
107A,3-Room,#03-266,03,266,available,68 Sqm,"$323,300"
107A,3-Room,#04-266,04,266,available,68 Sqm,"$326,300"
107A,3-Room,#05-266,05,266,available,68 Sqm,"$329,300"
107A,3-Room,#06-266,06,266,available,68 Sqm,"$331,800"
107A,3-Room,#07-266,07,266,available,68 Sqm,"$334,300"
107A,3-Room,#08-266,08,266,available,68 Sqm,"$336,800"
107A,3-Room,#09-266,09,266,available,68 Sqm,"$337,800"
107A,3-Room,#10-266,10,266,available,68 Sqm,"$338,800"
107A,3-Room,#11-266,11,266,available,68 Sqm,"$339,800"
107A,3-Room,#12-266,12,266,available,68 Sqm,"$340,800"
107A,3-Room,#13-266,13,266,available,68 Sqm,"$341,800"
107A,3-Room,#14-266,14,266,available,68 Sqm,"$342,800"
107A,3-Room,#15-266,15,266,booked,,
107A,3-Room,#16-266,16,266,available,68 Sqm,"$343,800"
107A,4-Room,#02-268,02,268,available,93 Sqm,"$452,400"
107A,4-Room,#03-268,03,268,available,93 Sqm,"$456,900"
107A,4-Room,#04-268,04,268,available,93 Sqm,"$461,400"
107A,4-Room,#05-268,05,268,available,93 Sqm,"$465,900"
107A,4-Room,#06-268,06,268,available,93 Sqm,"$469,400"
107A,4-Room,#07-268,07,268,available,93 Sqm,"$472,900"
107A,4-Room,#08-268,08,268,available,93 Sqm,"$485,100"
107A,4-Room,#09-268,09,268,available,93 Sqm,"$486,500"
107A,4-Room,#10-268,10,268,available,93 Sqm,"$487,900"
107A,4-Room,#11-268,11,268,available,93 Sqm,"$489,300"
107A,4-Room,#12-268,12,268,available,93 Sqm,"$490,700"
107A,4-Room,#13-268,13,268,available,93 Sqm,"$492,100"
107A,4-Room,#14-268,14,268,available,93 Sqm,"$493,500"
107A,4-Room,#15-268,15,268,available,93 Sqm,"$494,900"
107A,4-Room,#16-268,16,268,available,93 Sqm,"$494,900"
107A,4-Room,#02-270,02,270,available,93 Sqm,"$452,400"
107A,4-Room,#03-270,03,270,available,93 Sqm,"$456,900"
107A,4-Room,#04-270,04,270,available,93 Sqm,"$461,400"
107A,4-Room,#05-270,05,270,available,93 Sqm,"$465,900"
107A,4-Room,#06-270,06,270,available,93 Sqm,"$478,100"
107A,4-Room,#07-270,07,270,available,93 Sqm,"$481,600"
107A,4-Room,#08-270,08,270,available,93 Sqm,"$485,100"
107A,4-Room,#09-270,09,270,available,93 Sqm,"$486,500"
107A,4-Room,#10-270,10,270,available,93 Sqm,"$487,900"
107A,4-Room,#11-270,11,270,available,93 Sqm,"$489,300"
107A,4-Room,#12-270,12,270,available,93 Sqm,"$490,700"
107A,4-Room,#13-270,13,270,available,93 Sqm,"$492,100"
107A,4-Room,#14-270,14,270,available,93 Sqm,"$493,500"
107A,4-Room,#15-270,15,270,booked,,
107A,4-Room,#16-270,16,270,available,93 Sqm,"$494,900"
107A,4-Room,#06-272,06,272,available,93 Sqm,"$469,400"
107A,4-Room,#07-272,07,272,available,93 Sqm,"$481,600"
107A,4-Room,#08-272,08,272,available,93 Sqm,"$485,100"
107A,4-Room,#09-272,09,272,available,93 Sqm,"$490,900"
107A,4-Room,#10-272,10,272,available,93 Sqm,"$496,600"
107A,4-Room,#11-272,11,272,available,93 Sqm,"$498,000"
107A,4-Room,#12-272,12,272,available,93 Sqm,"$499,400"
107A,4-Room,#13-272,13,272,available,93 Sqm,"$500,800"
107A,4-Room,#14-272,14,272,available,93 Sqm,"$502,200"
107A,4-Room,#15-272,15,272,booked,,
107A,4-Room,#16-272,16,272,available,93 Sqm,"$503,600"
107A,4-Room,#06-274,06,274,available,93 Sqm,"$478,100"
107A,4-Room,#07-274,07,274,available,93 Sqm,"$481,600"
107A,4-Room,#08-274,08,274,available,93 Sqm,"$485,100"
107A,4-Room,#09-274,09,274,available,93 Sqm,"$490,900"
107A,4-Room,#10-274,10,274,available,93 Sqm,"$496,600"
107A,4-Room,#11-274,11,274,available,93 Sqm,"$498,000"
107A,4-Room,#12-274,12,274,booked,,
107A,4-Room,#13-274,13,274,available,93 Sqm,"$500,800"
107A,4-Room,#14-274,14,274,available,93 Sqm,"$502,200"
107A,4-Room,#15-274,15,274,booked,,
107A,4-Room,#16-274,16,274,available,93 Sqm,"$503,600"
107A,5-Room,#02-276,02,276,available,120 Sqm(3Gen),"$563,800"
107A,5-Room,#03-276,03,276,available,120 Sqm(3Gen),"$569,800"
107A,5-Room,#04-276,04,276,available,120 Sqm(3Gen),"$575,800"
107A,5-Room,#05-276,05,276,available,120 Sqm(3Gen),"$592,600"
107A,5-Room,#06-276,06,276,available,120 Sqm(3Gen),"$597,100"
107A,5-Room,#07-276,07,276,available,120 Sqm(3Gen),"$601,600"
107A,5-Room,#08-276,08,276,available,120 Sqm(3Gen),"$606,100"
107A,5-Room,#09-276,09,276,available,120 Sqm(3Gen),"$607,700"
107A,5-Room,#10-276,10,276,available,120 Sqm(3Gen),"$609,300"
107A,5-Room,#11-276,11,276,available,120 Sqm(3Gen),"$610,900"
107A,5-Room,#12-276,12,276,available,120 Sqm(3Gen),"$612,500"
107A,5-Room,#13-276,13,276,available,120 Sqm(3Gen),"$614,100"
107A,5-Room,#14-276,14,276,available,120 Sqm(3Gen),"$615,700"
107A,5-Room,#15-276,15,276,available,120 Sqm(3Gen),"$617,300"
107A,5-Room,#16-276,16,276,available,120 Sqm(3Gen),"$617,300"
107B,4-Room,#02-280,02,280,available,93 Sqm,"$461,100"
107B,4-Room,#03-280,03,280,available,93 Sqm,"$465,600"
107B,4-Room,#04-280,04,280,available,93 Sqm,"$470,100"
107B,4-Room,#05-280,05,280,available,93 Sqm,"$483,300"
107B,4-Room,#06-280,06,280,available,93 Sqm,"$486,800"
107B,4-Room,#07-280,07,280,available,93 Sqm,"$490,300"
107B,4-Room,#08-280,08,280,available,93 Sqm,"$493,800"
107B,4-Room,#09-280,09,280,available,93 Sqm,"$495,200"
107B,4-Room,#10-280,10,280,available,93 Sqm,"$496,600"
107B,4-Room,#11-280,11,280,available,93 Sqm,"$498,000"
107B,4-Room,#12-280,12,280,available,93 Sqm,"$499,400"
107B,4-Room,#13-280,13,280,available,93 Sqm,"$500,800"
107B,4-Room,#14-280,14,280,available,93 Sqm,"$502,200"
107B,4-Room,#15-280,15,280,available,93 Sqm,"$503,600"
107B,4-Room,#16-280,16,280,booked,,
107B,4-Room,#02-282,02,282,available,93 Sqm,"$461,100"
107B,4-Room,#03-282,03,282,available,93 Sqm,"$465,600"
107B,4-Room,#04-282,04,282,available,93 Sqm,"$470,100"
107B,4-Room,#05-282,05,282,available,93 Sqm,"$483,300"
107B,4-Room,#06-282,06,282,available,93 Sqm,"$486,800"
107B,4-Room,#07-282,07,282,available,93 Sqm,"$490,300"
107B,4-Room,#08-282,08,282,available,93 Sqm,"$493,800"
107B,4-Room,#09-282,09,282,available,93 Sqm,"$495,200"
107B,4-Room,#10-282,10,282,available,93 Sqm,"$496,600"
107B,4-Room,#11-282,11,282,available,93 Sqm,"$498,000"
107B,4-Room,#12-282,12,282,available,93 Sqm,"$499,400"
107B,4-Room,#13-282,13,282,available,93 Sqm,"$500,800"
107B,4-Room,#14-282,14,282,available,93 Sqm,"$502,200"
107B,4-Room,#15-282,15,282,available,93 Sqm,"$503,600"
107B,4-Room,#16-282,16,282,available,93 Sqm,"$503,600"
107B,5-Room,#02-278,02,278,available,120 Sqm(3Gen),"$574,700"
107B,5-Room,#03-278,03,278,available,120 Sqm(3Gen),"$591,500"
107B,5-Room,#04-278,04,278,available,120 Sqm(3Gen),"$597,500"
107B,5-Room,#05-278,05,278,available,120 Sqm(3Gen),"$603,500"
107B,5-Room,#06-278,06,278,available,120 Sqm(3Gen),"$608,000"
107B,5-Room,#07-278,07,278,available,120 Sqm(3Gen),"$612,500"
107B,5-Room,#08-278,08,278,available,120 Sqm(3Gen),"$617,000"
107B,5-Room,#09-278,09,278,available,120 Sqm(3Gen),"$618,600"
107B,5-Room,#10-278,10,278,available,120 Sqm(3Gen),"$620,200"
107B,5-Room,#11-278,11,278,available,120 Sqm(3Gen),"$621,800"
107B,5-Room,#12-278,12,278,available,120 Sqm(3Gen),"$623,400"
107B,5-Room,#13-278,13,278,available,120 Sqm(3Gen),"$625,000"
107B,5-Room,#14-278,14,278,available,120 Sqm(3Gen),"$626,600"
107B,5-Room,#15-278,15,278,available,120 Sqm(3Gen),"$628,200"
107B,5-Room,#16-278,16,278,available,120 Sqm(3Gen),"$628,200"
107B,5-Room,#06-284,06,284,available,120 Sqm(3Gen),"$608,000"
107B,5-Room,#07-284,07,284,available,120 Sqm(3Gen),"$612,500"
107B,5-Room,#08-284,08,284,available,120 Sqm(3Gen),"$617,000"
107B,5-Room,#09-284,09,284,available,120 Sqm(3Gen),"$624,000"
107B,5-Room,#10-284,10,284,booked,,
107B,5-Room,#11-284,11,284,booked,,
107B,5-Room,#12-284,12,284,booked,,
107B,5-Room,#13-284,13,284,booked,,
107B,5-Room,#14-284,14,284,booked,,
107B,5-Room,#15-284,15,284,booked,,
107B,5-Room,#16-284,16,284,booked,,
107B,5-Room,#06-286,06,286,available,113 Sqm,"$589,300"
107B,5-Room,#07-286,07,286,available,113 Sqm,"$593,800"
107B,5-Room,#08-286,08,286,available,113 Sqm,"$598,300"
107B,5-Room,#09-286,09,286,available,113 Sqm,"$605,100"
107B,5-Room,#10-286,10,286,available,113 Sqm,"$612,000"
107B,5-Room,#11-286,11,286,available,113 Sqm,"$613,600"
107B,5-Room,#12-286,12,286,available,113 Sqm,"$615,200"
107B,5-Room,#13-286,13,286,available,113 Sqm,"$616,800"
107B,5-Room,#14-286,14,286,available,113 Sqm,"$618,400"
107B,5-Room,#15-286,15,286,booked,,
107B,5-Room,#16-286,16,286,booked,,
107B,5-Room,#06-288,06,288,available,113 Sqm,"$589,300"
107B,5-Room,#07-288,07,288,available,113 Sqm,"$593,800"
107B,5-Room,#08-288,08,288,available,113 Sqm,"$598,300"
107B,5-Room,#09-288,09,288,available,113 Sqm,"$605,100"
107B,5-Room,#10-288,10,288,available,113 Sqm,"$612,000"
107B,5-Room,#11-288,11,288,available,113 Sqm,"$613,600"
107B,5-Room,#12-288,12,288,available,113 Sqm,"$615,200"
107B,5-Room,#13-288,13,288,available,113 Sqm,"$616,800"
107B,5-Room,#14-288,14,288,available,113 Sqm,"$618,400"
107B,5-Room,#15-288,15,288,booked,,
107B,5-Room,#16-288,16,288,booked,,
108A,3-Room,#02-170,02,170,available,68 Sqm,"$314,300"
108A,3-Room,#03-170,03,170,available,68 Sqm,"$323,300"
108A,3-Room,#04-170,04,170,available,68 Sqm,"$326,300"
108A,3-Room,#05-170,05,170,available,68 Sqm,"$329,300"
108A,3-Room,#06-170,06,170,available,68 Sqm,"$331,800"
108A,3-Room,#07-170,07,170,available,68 Sqm,"$334,300"
108A,3-Room,#08-170,08,170,available,68 Sqm,"$336,800"
108A,3-Room,#09-170,09,170,available,68 Sqm,"$337,800"
108A,3-Room,#10-170,10,170,available,68 Sqm,"$338,800"
108A,3-Room,#11-170,11,170,available,68 Sqm,"$339,800"
108A,3-Room,#12-170,12,170,available,68 Sqm,"$340,800"
108A,3-Room,#13-170,13,170,available,68 Sqm,"$341,800"
108A,3-Room,#14-170,14,170,available,68 Sqm,"$342,800"
108A,3-Room,#15-170,15,170,available,68 Sqm,"$343,800"
108A,3-Room,#16-170,16,170,available,68 Sqm,"$343,800"
108A,3-Room,#02-172,02,172,available,68 Sqm,"$314,300"
108A,3-Room,#03-172,03,172,available,68 Sqm,"$317,300"
108A,3-Room,#04-172,04,172,available,68 Sqm,"$320,300"
108A,3-Room,#05-172,05,172,available,68 Sqm,"$329,300"
108A,3-Room,#06-172,06,172,available,68 Sqm,"$331,800"
108A,3-Room,#07-172,07,172,available,68 Sqm,"$334,300"
108A,3-Room,#08-172,08,172,available,68 Sqm,"$336,800"
108A,3-Room,#09-172,09,172,available,68 Sqm,"$337,800"
108A,3-Room,#10-172,10,172,available,68 Sqm,"$338,800"
108A,3-Room,#11-172,11,172,booked,,
108A,3-Room,#12-172,12,172,booked,,
108A,3-Room,#13-172,13,172,booked,,
108A,3-Room,#14-172,14,172,booked,,
108A,3-Room,#15-172,15,172,booked,,
108A,3-Room,#16-172,16,172,booked,,
108A,3-Room,#02-182,02,182,available,68 Sqm,"$320,300"
108A,3-Room,#03-182,03,182,available,68 Sqm,"$323,300"
108A,3-Room,#04-182,04,182,available,68 Sqm,"$326,300"
108A,3-Room,#05-182,05,182,available,68 Sqm,"$329,300"
108A,3-Room,#06-182,06,182,available,68 Sqm,"$331,800"
108A,3-Room,#07-182,07,182,available,68 Sqm,"$334,300"
108A,3-Room,#08-182,08,182,available,68 Sqm,"$336,800"
108A,3-Room,#09-182,09,182,booked,,
108A,3-Room,#10-182,10,182,available,68 Sqm,"$338,800"
108A,3-Room,#11-182,11,182,available,68 Sqm,"$339,800"
108A,3-Room,#12-182,12,182,available,68 Sqm,"$340,800"
108A,3-Room,#13-182,13,182,booked,,
108A,3-Room,#02-184,02,184,available,68 Sqm,"$320,300"
108A,3-Room,#03-184,03,184,available,68 Sqm,"$323,300"
108A,3-Room,#04-184,04,184,available,68 Sqm,"$326,300"
108A,3-Room,#05-184,05,184,available,68 Sqm,"$329,300"
108A,3-Room,#06-184,06,184,available,68 Sqm,"$331,800"
108A,3-Room,#07-184,07,184,available,68 Sqm,"$334,300"
108A,3-Room,#08-184,08,184,available,68 Sqm,"$336,800"
108A,3-Room,#09-184,09,184,available,68 Sqm,"$337,800"
108A,3-Room,#10-184,10,184,available,68 Sqm,"$338,800"
108A,3-Room,#11-184,11,184,available,68 Sqm,"$339,800"
108A,3-Room,#12-184,12,184,available,68 Sqm,"$340,800"
108A,3-Room,#13-184,13,184,available,68 Sqm,"$340,800"
108A,3-Room,#02-186,02,186,available,68 Sqm,"$314,300"
108A,3-Room,#03-186,03,186,available,68 Sqm,"$317,300"
108A,3-Room,#04-186,04,186,available,68 Sqm,"$320,300"
108A,3-Room,#05-186,05,186,available,68 Sqm,"$323,300"
108A,3-Room,#06-186,06,186,available,68 Sqm,"$325,800"
108A,3-Room,#07-186,07,186,available,68 Sqm,"$328,300"
108A,3-Room,#08-186,08,186,available,68 Sqm,"$330,800"
108A,3-Room,#09-186,09,186,available,68 Sqm,"$331,800"
108A,3-Room,#10-186,10,186,available,68 Sqm,"$332,800"
108A,3-Room,#11-186,11,186,booked,,
108A,3-Room,#12-186,12,186,booked,,
108A,3-Room,#13-186,13,186,available,68 Sqm,"$334,800"
108A,3-Room,#02-188,02,188,available,68 Sqm,"$314,300"
108A,3-Room,#03-188,03,188,available,68 Sqm,"$317,300"
108A,3-Room,#04-188,04,188,available,68 Sqm,"$320,300"
108A,3-Room,#05-188,05,188,available,68 Sqm,"$323,300"
108A,3-Room,#06-188,06,188,available,68 Sqm,"$325,800"
108A,3-Room,#07-188,07,188,available,68 Sqm,"$328,300"
108A,3-Room,#08-188,08,188,booked,,
108A,3-Room,#09-188,09,188,available,68 Sqm,"$331,800"
108A,3-Room,#10-188,10,188,available,68 Sqm,"$332,800"
108A,3-Room,#11-188,11,188,booked,,
108A,3-Room,#12-188,12,188,available,68 Sqm,"$334,800"
108A,3-Room,#13-188,13,188,available,68 Sqm,"$335,800"
108A,3-Room,#14-188,14,188,available,68 Sqm,"$336,800"
108A,3-Room,#15-188,15,188,available,68 Sqm,"$337,800"
108A,3-Room,#16-188,16,188,available,68 Sqm,"$337,800"
108A,3-Room,#02-190,02,190,available,68 Sqm,"$314,300"
108A,3-Room,#03-190,03,190,available,68 Sqm,"$317,300"
108A,3-Room,#04-190,04,190,available,68 Sqm,"$320,300"
108A,3-Room,#05-190,05,190,available,68 Sqm,"$323,300"
108A,3-Room,#06-190,06,190,available,68 Sqm,"$325,800"
108A,3-Room,#07-190,07,190,available,68 Sqm,"$328,300"
108A,3-Room,#08-190,08,190,available,68 Sqm,"$330,800"
108A,3-Room,#09-190,09,190,available,68 Sqm,"$331,800"
108A,3-Room,#10-190,10,190,available,68 Sqm,"$332,800"
108A,3-Room,#11-190,11,190,available,68 Sqm,"$333,800"
108A,3-Room,#12-190,12,190,available,68 Sqm,"$334,800"
108A,3-Room,#13-190,13,190,available,68 Sqm,"$335,800"
108A,3-Room,#14-190,14,190,available,68 Sqm,"$336,800"
108A,3-Room,#15-190,15,190,available,68 Sqm,"$337,800"
108A,3-Room,#16-190,16,190,available,68 Sqm,"$337,800"
108A,4-Room,#01-174,01,174,available,93 Sqm,"$444,000"
108A,4-Room,#02-174,02,174,available,93 Sqm,"$456,700"
108A,4-Room,#03-174,03,174,available,93 Sqm,"$461,200"
108A,4-Room,#04-174,04,174,available,93 Sqm,"$465,700"
108A,4-Room,#05-174,05,174,available,93 Sqm,"$470,200"
108A,4-Room,#06-174,06,174,available,93 Sqm,"$473,700"
108A,4-Room,#07-174,07,174,available,93 Sqm,"$477,200"
108A,4-Room,#08-174,08,174,available,93 Sqm,"$480,700"
108A,4-Room,#09-174,09,174,available,93 Sqm,"$482,100"
108A,4-Room,#10-174,10,174,available,93 Sqm,"$483,500"
108A,4-Room,#11-174,11,174,booked,,
108A,4-Room,#12-174,12,174,available,93 Sqm,"$486,300"
108A,4-Room,#13-174,13,174,booked,,
108A,4-Room,#14-174,14,174,booked,,
108A,4-Room,#15-174,15,174,booked,,
108A,4-Room,#16-174,16,174,booked,,
108A,4-Room,#01-176,01,176,available,93 Sqm,"$444,000"
108A,4-Room,#02-176,02,176,available,93 Sqm,"$456,700"
108A,4-Room,#03-176,03,176,available,93 Sqm,"$461,200"
108A,4-Room,#04-176,04,176,available,93 Sqm,"$465,700"
108A,4-Room,#05-176,05,176,available,93 Sqm,"$470,200"
108A,4-Room,#06-176,06,176,available,93 Sqm,"$473,700"
108A,4-Room,#07-176,07,176,available,93 Sqm,"$477,200"
108A,4-Room,#08-176,08,176,available,93 Sqm,"$480,700"
108A,4-Room,#09-176,09,176,available,93 Sqm,"$482,100"
108A,4-Room,#10-176,10,176,available,93 Sqm,"$483,500"
108A,4-Room,#11-176,11,176,available,93 Sqm,"$484,900"
108A,4-Room,#12-176,12,176,available,93 Sqm,"$486,300"
108A,4-Room,#13-176,13,176,available,93 Sqm,"$487,700"
108A,4-Room,#14-176,14,176,available,93 Sqm,"$489,100"
108A,4-Room,#15-176,15,176,available,93 Sqm,"$490,500"
108A,4-Room,#16-176,16,176,available,93 Sqm,"$490,500"
108A,4-Room,#01-178,01,178,available,93 Sqm,"$444,000"
108A,4-Room,#02-178,02,178,available,93 Sqm,"$456,700"
108A,4-Room,#03-178,03,178,available,93 Sqm,"$461,200"
108A,4-Room,#04-178,04,178,available,93 Sqm,"$465,700"
108A,4-Room,#05-178,05,178,available,93 Sqm,"$470,200"
108A,4-Room,#06-178,06,178,available,93 Sqm,"$473,700"
108A,4-Room,#07-178,07,178,available,93 Sqm,"$477,200"
108A,4-Room,#08-178,08,178,booked,,
108A,4-Room,#09-178,09,178,available,93 Sqm,"$482,100"
108A,4-Room,#10-178,10,178,available,93 Sqm,"$483,500"
108A,4-Room,#13-178,13,178,available,93 Sqm,"$487,700"
108A,4-Room,#14-178,14,178,available,93 Sqm,"$489,100"
108A,4-Room,#15-178,15,178,available,93 Sqm,"$490,500"
108A,4-Room,#16-178,16,178,available,93 Sqm,"$490,500"
108A,4-Room,#01-180,01,180,booked,,
108A,4-Room,#02-180,02,180,available,93 Sqm,"$456,700"
108A,4-Room,#03-180,03,180,available,93 Sqm,"$461,200"
108A,4-Room,#04-180,04,180,available,93 Sqm,"$465,700"
108A,4-Room,#05-180,05,180,available,93 Sqm,"$470,200"
108A,4-Room,#06-180,06,180,available,93 Sqm,"$473,700"
108A,4-Room,#07-180,07,180,booked,,
108A,4-Room,#08-180,08,180,booked,,
108A,4-Room,#09-180,09,180,available,93 Sqm,"$482,100"
108A,4-Room,#10-180,10,180,booked,,
108A,4-Room,#13-180,13,180,available,93 Sqm,"$487,700"
108A,4-Room,#14-180,14,180,booked,,
108A,4-Room,#15-180,15,180,booked,,
108A,4-Room,#16-180,16,180,available,93 Sqm,"$490,500"
108B,4-Room,#02-192,02,192,available,93 Sqm,"$443,700"
108B,4-Room,#03-192,03,192,available,93 Sqm,"$448,200"
108B,4-Room,#04-192,04,192,available,93 Sqm,"$452,700"
108B,4-Room,#05-192,05,192,available,93 Sqm,"$457,200"
108B,4-Room,#06-192,06,192,available,93 Sqm,"$478,100"
108B,4-Room,#07-192,07,192,available,93 Sqm,"$481,600"
108B,4-Room,#08-192,08,192,available,93 Sqm,"$493,800"
108B,4-Room,#09-192,09,192,available,93 Sqm,"$499,600"
108B,4-Room,#10-192,10,192,available,93 Sqm,"$505,300"
108B,4-Room,#11-192,11,192,available,93 Sqm,"$506,700"
108B,4-Room,#12-192,12,192,available,93 Sqm,"$508,100"
108B,4-Room,#13-192,13,192,available,93 Sqm,"$509,500"
108B,4-Room,#14-192,14,192,booked,,
108B,4-Room,#15-192,15,192,booked,,
108B,4-Room,#16-192,16,192,booked,,
108B,4-Room,#17-192,17,192,booked,,
108B,4-Room,#02-198,02,198,available,93 Sqm,"$443,700"
108B,4-Room,#03-198,03,198,available,93 Sqm,"$448,200"
108B,4-Room,#04-198,04,198,available,93 Sqm,"$452,700"
108B,4-Room,#05-198,05,198,available,93 Sqm,"$457,200"
108B,4-Room,#06-198,06,198,available,93 Sqm,"$478,100"
108B,4-Room,#07-198,07,198,booked,,
108B,4-Room,#08-198,08,198,booked,,
108B,4-Room,#09-198,09,198,booked,,
108B,4-Room,#10-198,10,198,booked,,
108B,4-Room,#11-198,11,198,booked,,
108B,4-Room,#12-198,12,198,booked,,
108B,4-Room,#13-198,13,198,booked,,
108B,4-Room,#14-198,14,198,booked,,
108B,4-Room,#15-198,15,198,booked,,
108B,4-Room,#16-198,16,198,booked,,
108B,4-Room,#17-198,17,198,booked,,
108B,5-Room,#03-194,03,194,available,113 Sqm,"$583,300"
108B,5-Room,#04-194,04,194,available,113 Sqm,"$589,300"
108B,5-Room,#05-194,05,194,available,113 Sqm,"$595,300"
108B,5-Room,#06-194,06,194,available,113 Sqm,"$599,800"
108B,5-Room,#07-194,07,194,available,113 Sqm,"$604,300"
108B,5-Room,#08-194,08,194,available,113 Sqm,"$608,800"
108B,5-Room,#09-194,09,194,available,113 Sqm,"$610,400"
108B,5-Room,#10-194,10,194,available,113 Sqm,"$612,000"
108B,5-Room,#11-194,11,194,available,113 Sqm,"$613,600"
108B,5-Room,#12-194,12,194,available,113 Sqm,"$615,200"
108B,5-Room,#13-194,13,194,available,113 Sqm,"$616,800"
108B,5-Room,#14-194,14,194,available,113 Sqm,"$618,400"
108B,5-Room,#15-194,15,194,booked,,
108B,5-Room,#16-194,16,194,booked,,
108B,5-Room,#17-194,17,194,available,113 Sqm,"$621,600"
108B,5-Room,#03-196,03,196,available,113 Sqm,"$583,300"
108B,5-Room,#04-196,04,196,available,113 Sqm,"$589,300"
108B,5-Room,#05-196,05,196,available,113 Sqm,"$595,300"
108B,5-Room,#06-196,06,196,available,113 Sqm,"$599,800"
108B,5-Room,#07-196,07,196,available,113 Sqm,"$604,300"
108B,5-Room,#08-196,08,196,available,113 Sqm,"$608,800"
108B,5-Room,#09-196,09,196,available,113 Sqm,"$610,400"
108B,5-Room,#10-196,10,196,available,113 Sqm,"$612,000"
108B,5-Room,#11-196,11,196,available,113 Sqm,"$613,600"
108B,5-Room,#12-196,12,196,booked,,
108B,5-Room,#13-196,13,196,available,113 Sqm,"$616,800"
108B,5-Room,#14-196,14,196,available,113 Sqm,"$618,400"
108B,5-Room,#15-196,15,196,booked,,
108B,5-Room,#16-196,16,196,available,113 Sqm,"$621,600"
108B,5-Room,#17-196,17,196,available,113 Sqm,"$621,600"
